d,o,h,l,c,v
2023-12-19,42281.1,42298.3,42276.8,42298.3,39.495
2023-12-20,43685.7,43709.0,43685.7,43708.9,108.327
2023-12-21,43896.4,43899.0,43890.4,43896.3,40.946
2023-12-22,43987.3,44005.2,43987.2,43999.2,63.516
2023-12-23,43730.0,43730.0,43724.7,43725.2,46.205
2023-12-24,42998.5,43027.0,42979.0,43008.4,228.707
2023-12-25,43602.1,43615.1,43602.0,43611.9,43.9
2023-12-26,42540.4,42544.7,42533.4,42538.5,76.393
2023-12-27,43454.6,43463.3,43450.8,43453.8,242.545
2023-12-28,42609.5,42614.0,42600.0,42600.1,75.01
2023-12-29,42114.0,42114.1,42095.1,42095.1,111.204
2023-12-30,42167.9,42176.8,42167.9,42174.2,59.687
2023-12-31,42312.7,42314.0,42293.7,42314.0,125.766
2024-01-01,44210.4,44236.3,44208.1,44230.2,210.678
2024-01-02,44959.9,44979.8,44958.8,44979.8,46.435
2024-01-03,42838.6,42857.9,42832.7,42849.5,114.864
2024-01-04,44122.8,44168.2,44122.7,44143.8,198.961
2024-01-05,44123.0,44146.5,44123.0,44145.4,99.909
2024-01-06,43949.4,43976.3,43940.2,43956.7,192.149
2024-01-07,43909.2,43919.4,43895.4,43916.9,216.206
2024-01-08,46969.9,46978.8,46960.0,46972.7,104.043
2024-01-09,46137.0,46148.5,46104.5,46114.0,119.608
2024-01-10,46623.2,46665.7,46622.0,46662.9,146.705
2024-01-11,46362.3,46362.3,46337.8,46337.8,37.712
2024-01-12,42859.5,42859.6,42766.4,42788.9,446.86
2024-01-13,42846.0,42855.9,42842.2,42846.4,85.011
2024-01-14,41814.3,41821.9,41731.2,41734.9,324.252
2024-01-15,42506.6,42537.7,42495.6,42515.0,256.091
2024-01-16,43157.1,43157.1,43132.9,43133.0,96.836
2024-01-17,42779.9,42792.1,42774.1,42783.4,58.851
2024-01-18,41296.9,41323.2,41294.0,41323.1,104.035
2024-01-19,41659.1,41668.4,41659.1,41662.2,42.686
2024-01-20,41692.6,41694.5,41691.8,41691.8,16.341
2024-01-21,41572.0,41582.6,41571.9,41580.0,31.115
2024-01-22,39553.9,39568.0,39537.4,39567.0,144.235
2024-01-23,39870.0,39898.0,39870.0,39890.0,348.156
2024-01-24,40079.5,40079.6,40073.1,40078.7,47.129
2024-01-25,39931.4,39955.5,39930.1,39953.3,61.061
2024-01-26,41791.6,41808.2,41788.3,41806.4,136.523
2024-01-27,42098.4,42102.3,42098.0,42102.2,19.527
2024-01-28,42028.2,42028.3,42011.7,42021.2,34.179
2024-01-29,43272.1,43288.7,43260.4,43287.7,189.434
2024-01-30,42933.0,42935.5,42918.3,42918.3,147.612
2024-01-31,42571.9,42579.1,42560.5,42560.5,94.421
2024-02-01,42209.2,42211.7,42177.0,42177.0,55.891
