d,o,h,l,c,v
2020-12-02,19209.76,19231.78,19207.0,19207.01,119.298
2020-12-03,19428.01,19444.1,19428.01,19434.3,31.705
2020-12-04,18668.0,18676.35,18650.0,18664.2,241.337
2020-12-05,19146.24,19150.0,19141.0,19147.62,74.419
2020-12-06,19393.61,19397.0,19371.02,19375.02,197.929
2020-12-07,19170.76,19178.0,19170.0,19172.88,117.852
2020-12-08,18314.0,18328.63,18313.13,18319.32,143.513
2020-12-09,18539.08,18539.08,18536.62,18537.98,25.637
2020-12-10,18253.83,18256.1,18234.0,18253.51,135.726
2020-12-11,18049.32,18050.89,18005.0,18031.47,638.483
2020-12-12,18776.62,18800.0,18776.0,18800.0,99.493
2020-12-13,19176.28,19185.88,19175.06,19175.07,130.893
2020-12-14,19272.64,19274.0,19265.74,19270.7,32.523
2020-12-15,19414.16,19429.74,19414.16,19424.91,49.339
2020-12-16,21361.73,21383.2,21346.8,21346.8,254.445
2020-12-17,22820.0,22863.68,22815.0,22816.99,213.714
2020-12-18,23152.98,23152.98,23123.0,23124.35,208.185
2020-12-19,23878.02,23878.02,23840.32,23847.28,229.504
2020-12-20,23483.83,23514.17,23470.45,23472.96,246.693
2020-12-21,22721.86,22762.09,22710.0,22730.1,534.252
2020-12-22,23841.0,23850.0,23823.26,23826.99,427.257
2020-12-23,23259.1,23274.26,23230.0,23238.27,134.279
2020-12-24,23751.47,23757.19,23732.26,23737.44,110.997
2020-12-25,24670.0,24747.9,24660.5,24730.0,765.077
2020-12-26,26484.4,26511.03,26472.0,26508.83,89.549
2020-12-27,26260.0,26309.0,26260.0,26305.64,197.223
2020-12-28,27105.61,27120.0,27090.0,27102.66,129.076
2020-12-29,27410.0,27411.0,27374.08,27402.83,271.037
2020-12-30,28915.05,28926.27,28878.43,28906.99,170.215
2020-12-31,28939.9,28981.55,28934.65,28951.68,126.979
2021-01-01,29326.55,29350.0,29326.55,29337.16,81.585
2021-01-02,32208.71,32222.0,32172.18,32199.91,291.592
2021-01-03,32984.17,33077.34,32965.54,33054.53,535.856
2021-01-04,32049.71,32068.0,32022.56,32031.07,251.813
2021-01-05,33944.26,34016.13,33937.37,33999.52,141.828
2021-01-06,36891.2,36907.85,36800.0,36823.68,383.755
2021-01-07,39440.66,39525.94,39440.66,39498.92,175.134
2021-01-08,40631.11,40680.31,40601.0,40637.23,208.985
2021-01-09,40136.82,40156.81,40113.21,40136.04,97.368
2021-01-10,38250.46,38315.18,38200.0,38221.67,213.22
2021-01-11,35544.81,35564.58,35405.0,35408.46,384.582
2021-01-12,34099.29,34127.81,34009.81,34056.9,285.59
2021-01-13,37395.3,37455.84,37389.38,37421.07,232.368
2021-01-14,39337.07,39355.2,39131.89,39163.31,803.089
2021-01-15,36880.0,36880.0,36750.08,36755.24,149.81
2021-01-16,36086.0,36116.19,36021.75,36025.66,286.713
2021-01-17,35859.0,35897.0,35857.79,35869.83,79.435
2021-01-18,36649.15,36696.28,36642.25,36686.86,94.325
2021-01-19,36040.41,36040.67,35850.0,35891.03,1163.454
2021-01-20,35520.01,35578.0,35490.0,35500.0,337.883
2021-01-21,30766.71,30919.05,30750.0,30879.97,700.464
2021-01-22,33060.01,33060.01,32986.06,32986.34,140.309
2021-01-23,32105.09,32111.69,32078.31,32086.48,77.798
2021-01-24,32262.13,32279.75,32234.03,32275.63,132.369
2021-01-25,32299.09,32302.27,32201.59,32253.68,220.469
2021-01-26,32523.24,32534.71,32469.42,32474.14,344.975
2021-01-27,30336.06,30433.28,30335.59,30381.04,594.856
2021-01-28,33395.32,33425.33,33349.5,33399.75,349.019
2021-01-29,34330.31,34339.68,34239.36,34269.35,152.505
2021-01-30,34304.21,34329.94,34270.82,34289.85,230.477
2021-01-31,33119.5,33159.69,33116.85,33126.21,101.179
2021-02-01,33574.09,33599.41,33514.52,33546.09,253.36
2021-02-02,35520.05,35542.92,35500.0,35504.06,203.776
2021-02-03,37644.09,37700.0,37634.79,37652.51,263.458
2021-02-04,36995.47,37023.19,36976.92,36976.93,89.043
2021-02-05,38380.99,38388.0,38305.11,38362.65,365.869
2021-02-06,39339.12,39339.12,39225.77,39249.54,425.32
2021-02-07,38909.71,38919.95,38826.04,38849.25,287.253
2021-02-08,46475.27,46492.64,46357.87,46451.32,375.623
2021-02-09,46570.08,46611.27,46489.83,46492.54,134.113
2021-02-10,44943.99,44943.99,44850.0,44850.0,206.225
2021-02-11,48169.23,48178.9,48010.93,48060.21,473.4
2021-02-12,47424.17,47467.53,47327.5,47361.03,350.755
2021-02-13,47192.19,47245.96,47166.4,47221.62,111.494
2021-02-14,48735.39,48744.59,48613.0,48655.21,255.282
2021-02-15,48012.88,48020.0,47950.0,47981.58,204.757
2021-02-16,49176.02,49277.83,49167.21,49197.94,216.002
2021-02-17,52192.75,52209.04,52124.49,52194.62,231.436
2021-02-18,51652.99,51699.32,51600.0,51619.7,366.747
2021-02-19,55962.19,56023.15,55914.16,56004.1,114.434
2021-02-20,56030.01,56042.83,55904.95,55917.41,344.105
2021-02-21,57509.63,57510.18,57462.27,57487.43,97.549
2021-02-22,54110.0,54197.08,54080.0,54121.1,115.292
2021-02-23,48904.81,48964.0,48904.8,48930.0,176.512
2021-02-24,49714.81,49740.36,49665.01,49702.03,219.321
2021-02-25,46838.74,47185.05,46781.61,47089.37,808.365
2021-02-26,46316.28,46405.94,46294.67,46313.13,138.581
2021-02-27,46089.48,46140.0,46032.57,46102.63,141.199
2021-02-28,45095.62,45203.36,45084.75,45163.36,340.238
2021-03-01,49605.31,49627.44,49568.3,49592.7,84.07
2021-03-02,48315.01,48500.0,48290.0,48450.57,498.591
2021-03-03,50451.24,50497.87,50321.39,50373.75,670.259
2021-03-04,48476.0,48483.39,48335.45,48385.77,394.483
2021-03-05,48862.64,48876.0,48724.13,48770.57,272.799
2021-03-06,48856.36,48920.0,48850.14,48908.21,123.648
2021-03-07,51138.87,51170.99,50877.19,50995.27,921.091
2021-03-08,52330.58,52444.0,52320.87,52429.43,262.552
2021-03-09,54908.35,54950.0,54881.2,54917.78,274.287
2021-03-10,56113.23,56128.19,55890.86,55947.98,325.564
2021-03-11,57829.99,57865.39,57767.41,57844.52,123.352
2021-03-12,57276.89,57355.0,57276.89,57291.03,193.974
2021-03-13,61334.34,61334.34,61236.0,61267.41,174.921
2021-03-14,59183.94,59273.67,59005.0,59037.12,1192.308
2021-03-15,55787.76,55798.98,55560.0,55646.61,846.209
2021-03-16,56925.16,56988.0,56886.19,56954.19,482.896
2021-03-17,58934.57,59078.79,58900.0,58959.0,1109.963
2021-03-18,57722.93,57729.79,57700.0,57700.01,92.454
2021-03-19,58191.84,58197.82,58089.1,58089.11,230.476
2021-03-20,58098.36,58181.55,58089.63,58145.61,193.274
2021-03-21,57478.57,57479.99,57355.0,57415.18,162.559
2021-03-22,54244.02,54259.89,54097.42,54129.56,351.019
2021-03-23,54518.01,54541.98,54344.44,54400.0,510.438
2021-03-24,52506.81,52506.81,52300.0,52311.54,724.019
2021-03-25,51442.16,51448.59,51322.38,51325.21,272.569
2021-03-26,55048.31,55091.64,55013.09,55030.0,239.982
2021-03-27,55843.05,55865.23,55828.0,55828.0,100.346
2021-03-28,55764.25,55821.19,55764.25,55805.08,91.416
2021-03-29,57677.27,57688.0,57642.96,57677.64,119.908
2021-03-30,58778.51,58821.55,58778.51,58794.16,199.344
2021-03-31,58804.99,58878.39,58799.99,58807.24,161.301
2021-04-01,58802.9,58810.66,58785.95,58794.01,54.925
2021-04-02,59052.24,59059.2,59024.98,59031.36,55.664
2021-04-03,57095.58,57189.21,57095.58,57134.65,146.283
2021-04-04,58221.11,58234.61,58214.18,58234.61,45.339
2021-04-05,59084.38,59250.0,59050.87,59243.39,824.177
2021-04-06,58051.81,58066.47,58046.97,58059.99,54.536
2021-04-07,55922.46,56026.75,55922.45,56018.18,349.569
2021-04-08,58149.99,58155.51,58103.61,58122.26,131.951
2021-04-09,58164.2,58176.39,58133.61,58176.03,46.885
2021-04-10,59774.99,59863.46,59770.58,59832.43,129.119
2021-04-11,60094.3,60099.91,60034.05,60090.2,128.94
2021-04-12,59927.63,59929.81,59906.46,59911.18,48.077
2021-04-13,63601.6,63649.99,63588.42,63649.71,165.281
2021-04-14,63075.37,63082.59,63018.33,63019.1,144.064
2021-04-15,63283.13,63288.99,63224.31,63232.55,88.129
2021-04-16,61453.93,61464.4,61410.86,61424.67,180.183
2021-04-17,60074.62,60149.99,60065.88,60090.14,131.84
2021-04-18,56173.81,56194.29,56115.01,56140.05,135.209
2021-04-19,55667.22,55682.61,55610.15,55634.39,115.134
2021-04-20,56445.9,56473.75,56410.56,56410.56,65.993
2021-04-21,53881.76,53888.38,53747.31,53800.0,399.746
2021-04-22,51736.28,51800.0,51711.0,51714.61,167.26
2021-04-23,51095.86,51154.37,51081.22,51122.62,172.641
2021-04-24,50061.26,50134.07,50050.0,50092.4,140.563
2021-04-25,48948.08,49065.11,48940.03,49063.94,202.735
2021-04-26,53987.33,54011.05,53937.26,53984.33,147.009
2021-04-27,55019.97,55021.45,55000.0,55006.25,85.06
2021-04-28,54826.78,54880.0,54821.0,54861.77,158.506
2021-04-29,53550.0,53561.61,53540.0,53558.8,35.004
2021-04-30,57714.23,57733.65,57678.46,57684.16,250.579
2021-05-01,57820.0,57847.0,57814.1,57836.34,51.758
2021-05-02,56644.14,56652.89,56610.11,56630.33,89.531
2021-05-03,57191.6,57218.45,57167.08,57214.83,122.479
2021-05-04,53354.4,53363.19,53249.54,53263.32,264.342
2021-05-05,57471.26,57497.77,57451.36,57497.77,106.379
2021-05-06,56433.63,56449.25,56421.0,56435.35,81.437
2021-05-07,57372.33,57386.8,57350.0,57350.88,69.981
2021-05-08,58836.71,58972.79,58820.74,58924.98,280.014
2021-05-09,58279.88,58292.7,58247.68,58292.53,86.749
2021-05-10,55868.08,55911.63,55844.73,55869.67,122.378
2021-05-11,56699.71,56736.1,56690.81,56710.43,78.174
2021-05-12,48705.44,49890.0,48503.74,49595.76,5174.619
2021-05-13,49720.56,49745.54,49669.74,49707.9,156.037
2021-05-14,49872.63,49897.96,49850.0,49873.27,81.617
2021-05-15,46797.37,46821.87,46666.65,46793.41,465.046
2021-05-16,46428.56,46457.01,46378.2,46429.28,316.386
2021-05-17,43583.95,43600.0,43516.18,43566.18,230.055
2021-05-18,42884.97,42928.88,42862.48,42882.53,222.975
2021-05-19,36889.34,36893.01,36603.29,36689.14,942.362
2021-05-20,40720.29,40817.91,40431.04,40500.3,717.986
2021-05-21,37164.56,37269.04,37164.56,37211.02,275.737
2021-05-22,37464.39,37489.66,37403.19,37432.58,154.364
2021-05-23,34622.12,34684.83,34546.67,34651.6,552.034
2021-05-24,38655.96,38790.04,38645.1,38779.66,430.999
2021-05-25,38412.14,38439.39,38309.85,38326.84,482.404
2021-05-26,39199.26,39233.13,39191.39,39224.2,164.831
2021-05-27,38391.23,38533.07,38382.05,38527.38,320.79
2021-05-28,35668.36,35710.0,35650.0,35670.99,405.591
2021-05-29,34638.45,34646.66,34568.0,34611.94,237.917
2021-05-30,35690.89,35691.91,35640.01,35651.81,192.636
2021-05-31,37287.3,37316.49,37241.29,37243.38,323.521
2021-06-01,36682.76,36695.91,36677.77,36693.41,114.717
2021-06-02,37557.85,37578.65,37542.27,37569.99,182.04
2021-06-03,39207.61,39250.0,39163.41,39247.4,368.053
2021-06-04,36847.54,36858.39,36813.25,36828.03,368.558
2021-06-05,35494.92,35524.64,35493.82,35498.62,241.987
2021-06-06,35837.01,35837.32,35794.52,35801.71,290.446
2021-06-07,33522.58,33588.81,33516.25,33550.96,421.533
2021-06-08,33427.67,33427.7,33357.0,33372.58,346.668
2021-06-09,37282.1,37370.0,37282.09,37368.45,532.502
2021-06-10,36652.73,36669.66,36615.03,36669.66,344.039
2021-06-11,37299.7,37313.24,37272.29,37300.42,295.987
2021-06-12,35499.66,35539.34,35450.0,35537.05,302.609
2021-06-13,39078.71,39089.17,38986.53,38993.65,609.281
2021-06-14,40504.17,40520.0,40475.25,40489.1,285.896
2021-06-15,40130.03,40162.32,40124.48,40132.86,282.55
2021-06-16,38331.54,38356.22,38326.32,38344.97,240.31
2021-06-17,37998.7,38061.4,37998.7,38060.71,266.376
2021-06-18,35706.0,35823.06,35700.0,35811.41,546.813
2021-06-19,35549.7,35549.71,35483.0,35483.0,402.62
2021-06-20,35634.87,35634.87,35557.31,35588.64,579.927
2021-06-21,31672.23,31719.33,31603.97,31606.0,507.439
2021-06-22,32449.98,32496.0,32445.59,32496.0,384.962
2021-06-23,33619.98,33658.54,33605.0,33649.0,401.665
2021-06-24,34660.0,34663.48,34631.85,34644.64,247.786
2021-06-25,31604.4,31611.64,31559.82,31568.07,612.345
2021-06-26,32125.1,32289.92,32114.86,32255.56,2416.079
2021-06-27,34612.98,34710.0,34604.2,34687.71,880.612
2021-06-28,34440.74,34488.0,34432.13,34487.22,251.909
2021-06-29,35856.29,35930.42,35829.66,35911.26,366.86
2021-06-30,35009.72,35039.31,35001.36,35031.39,216.173
2021-07-01,33539.84,33543.45,33489.72,33489.96,291.114
2021-07-02,33811.32,33811.33,33754.13,33760.94,447.676
2021-07-03,34650.01,34660.65,34650.0,34652.94,267.18
2021-07-04,35306.85,35306.85,35270.0,35280.16,278.931
2021-07-05,33654.05,33710.0,33654.05,33672.72,700.192
2021-07-06,34223.19,34250.01,34200.0,34206.01,531.508
2021-07-07,33837.65,33860.0,33825.95,33845.64,340.767
2021-07-08,32843.67,32880.0,32835.43,32852.04,323.717
2021-07-09,33784.12,33810.0,33774.96,33805.01,507.019
2021-07-10,33512.33,33512.33,33487.0,33497.98,310.244
2021-07-11,34221.42,34253.81,34214.17,34253.81,153.266
2021-07-12,33127.54,33160.09,33070.86,33070.87,806.76
2021-07-13,32679.16,32720.0,32677.76,32709.09,336.387
2021-07-14,32803.97,32806.59,32800.0,32803.01,92.299
2021-07-15,31813.6,31876.0,31803.13,31866.43,2014.784
2021-07-16,31390.0,31399.98,31370.63,31382.95,185.338
2021-07-17,31490.0,31499.35,31470.77,31496.65,239.405
2021-07-18,31750.62,31772.94,31747.63,31767.0,373.959
2021-07-19,30796.01,30825.0,30796.0,30823.62,261.035
2021-07-20,29777.67,29777.68,29762.01,29775.9,200.397
2021-07-21,32071.78,32120.0,32071.77,32120.0,184.543
2021-07-22,32285.0,32285.0,32266.9,32268.11,152.86
2021-07-23,33562.98,33650.0,33554.24,33634.46,1296.23
2021-07-24,34240.01,34240.01,34213.21,34230.0,237.169
2021-07-25,35327.18,35399.33,35323.63,35370.66,747.568
2021-07-26,37274.24,37299.48,37205.0,37218.09,396.971
2021-07-27,39374.45,39546.34,39371.58,39442.33,1323.873
2021-07-28,39976.73,40010.0,39933.86,40003.08,301.082
2021-07-29,39985.0,40014.5,39964.9,40012.9,196.843
2021-07-30,42224.69,42316.6,42142.75,42203.25,1729.213
2021-07-31,41587.04,41596.33,41254.41,41448.11,2704.643
2021-08-01,39968.53,39969.36,39838.0,39846.78,696.722
2021-08-02,39163.0,39181.77,39130.94,39147.48,155.931
2021-08-03,38138.73,38210.7,38132.84,38203.26,573.621
2021-08-04,39750.22,39750.22,39726.04,39731.31,104.037
2021-08-05,40882.51,40885.4,40870.82,40882.4,111.412
2021-08-06,42778.11,42827.0,42750.01,42825.43,253.277
2021-08-07,44536.28,44650.0,44525.15,44601.11,605.475
2021-08-08,43776.78,43828.85,43770.38,43787.71,267.732
2021-08-09,46350.0,46350.11,46259.7,46259.7,244.609
2021-08-10,45572.99,45598.26,45572.98,45589.99,105.527
2021-08-11,45559.8,45575.88,45522.0,45522.12,262.411
2021-08-12,44363.51,44410.0,44363.5,44385.09,111.892
2021-08-13,47784.2,47815.57,47783.93,47792.52,190.296
2021-08-14,47076.99,47088.5,47067.68,47083.74,82.503
2021-08-15,47047.22,47052.63,47003.0,47006.02,276.632
2021-08-16,46009.21,46022.21,45920.17,45926.23,258.672
2021-08-17,44699.99,44738.47,44679.22,44704.84,135.648
2021-08-18,44754.91,44773.49,44700.0,44714.09,522.008
2021-08-19,46748.0,46778.02,46748.0,46772.0,249.037
2021-08-20,49320.58,49333.0,49290.0,49332.74,249.821
2021-08-21,48900.0,48945.96,48838.29,48848.29,390.481
2021-08-22,49310.08,49310.08,49261.56,49273.28,168.835
2021-08-23,49544.5,49573.59,49523.91,49523.91,132.152
2021-08-24,47720.85,47772.66,47719.36,47719.36,191.602
2021-08-25,48969.48,49024.5,48969.43,48992.65,164.405
2021-08-26,46937.66,46937.68,46808.6,46853.06,659.155
2021-08-27,49059.83,49110.58,49034.57,49083.98,186.199
2021-08-28,48900.34,48932.0,48900.33,48931.99,131.654
2021-08-29,48802.92,48814.91,48790.0,48795.41,233.656
2021-08-30,47066.12,47072.33,47000.0,47024.7,269.529
2021-08-31,47184.11,47186.11,47147.01,47150.32,150.469
2021-09-01,48851.92,48888.0,48834.15,48842.94,253.786
2021-09-02,49339.5,49341.74,49274.27,49299.14,340.082
2021-09-03,50027.91,50030.51,50010.57,50027.08,146.581
2021-09-04,49942.24,49942.25,49936.35,49940.74,53.238
2021-09-05,51788.92,51809.95,51774.05,51799.57,123.974
2021-09-06,52655.01,52698.21,52654.5,52683.97,106.11
2021-09-07,46774.68,46864.8,46750.0,46864.39,110.721
2021-09-08,46069.02,46091.21,46040.01,46062.29,116.649
2021-09-09,46399.05,46416.52,46376.98,46413.88,85.09
2021-09-10,44865.17,44884.96,44850.0,44860.83,89.506
2021-09-11,45180.8,45194.11,45151.52,45193.78,108.011
2021-09-12,46091.85,46105.98,46042.2,46046.73,250.418
2021-09-13,44967.6,44985.24,44967.6,44975.96,61.941
2021-09-14,47043.33,47122.38,47028.88,47087.18,274.793
2021-09-15,48138.83,48143.62,48089.69,48106.12,107.29
2021-09-16,47766.1,47775.35,47745.43,47745.55,66.246
2021-09-17,47297.98,47303.11,47280.6,47303.11,91.823
2021-09-18,48300.0,48330.0,48263.69,48285.15,292.302
2021-09-19,47242.85,47258.51,47234.74,47256.91,70.599
2021-09-20,42840.54,43050.0,42836.08,43026.6,512.604
2021-09-21,40725.11,40730.85,40590.48,40726.1,418.846
2021-09-22,43527.68,43550.75,43508.79,43520.0,154.727
2021-09-23,44830.02,44834.84,44820.0,44828.29,73.088
2021-09-24,42781.52,42822.59,42781.52,42798.49,152.027
2021-09-25,42641.91,42661.07,42640.75,42651.58,40.265
2021-09-26,43141.1,43199.61,43128.46,43150.0,154.428
2021-09-27,42175.6,42180.38,42116.0,42122.69,228.444
2021-09-28,40964.09,41033.57,40953.93,41006.32,384.419
2021-09-29,41526.21,41542.99,41487.94,41499.71,158.321
2021-09-30,43750.39,43813.34,43740.04,43796.57,117.368
2021-10-01,48133.31,48154.0,48102.4,48123.94,174.483
2021-10-02,47674.5,47677.19,47617.61,47626.61,156.283
2021-10-03,48174.58,48193.23,48168.01,48187.3,60.628
2021-10-04,49181.45,49279.34,49161.9,49198.22,432.372
2021-10-05,51472.01,51509.89,51440.46,51455.12,126.093
2021-10-06,55336.8,55343.06,55307.46,55321.6,113.061
2021-10-07,53794.11,53815.0,53785.95,53814.99,36.268
2021-10-08,53993.11,53999.99,53930.64,53975.0,93.939
2021-10-09,54962.96,54989.0,54902.28,54960.77,191.239
2021-10-10,54731.14,54755.25,54700.0,54700.0,110.48
2021-10-11,57485.98,57542.95,57460.29,57500.01,347.948
2021-10-12,56036.84,56045.78,55930.86,56011.84,435.584
2021-10-13,57416.27,57422.06,57384.0,57393.65,71.269
2021-10-14,57348.53,57390.98,57348.35,57378.19,58.478
2021-10-15,61659.66,61736.74,61646.6,61702.33,186.14
2021-10-16,60930.87,60942.04,60900.03,60925.56,60.755
2021-10-17,61577.81,61599.99,61545.25,61571.45,202.486
2021-10-18,62049.74,62089.0,62031.3,62037.92,181.083
2021-10-19,64282.03,64321.45,64259.12,64316.7,159.092
2021-10-20,66067.07,66085.37,66015.37,66064.24,165.769
2021-10-21,62247.18,62299.59,62227.0,62260.33,151.255
2021-10-22,60737.46,60740.02,60727.84,60734.27,56.141
2021-10-23,61385.67,61386.17,61325.11,61325.11,97.307
2021-10-24,60929.68,60938.88,60902.82,60902.82,45.383
2021-10-25,63123.61,63131.01,63106.45,63127.04,116.898
2021-10-26,60356.7,60372.33,60311.15,60358.75,176.24
2021-10-27,58458.98,58499.99,58432.71,58449.36,186.195
2021-10-28,60643.36,60649.53,60618.06,60622.03,59.518
2021-10-29,62286.78,62325.0,62283.7,62308.22,79.22
2021-10-30,61904.91,61930.0,61853.09,61895.19,153.73
2021-10-31,61340.0,61366.0,61337.81,61348.61,45.549
2021-11-01,60985.42,60991.44,60916.46,60942.87,247.413
2021-11-02,63239.22,63270.8,63218.48,63266.69,136.931
2021-11-03,62955.03,62966.13,62933.52,62946.45,36.472
2021-11-04,61421.38,61464.89,61421.38,61431.86,52.98
2021-11-05,61040.19,61040.2,61006.0,61006.0,79.427
2021-11-06,61500.34,61520.32,61500.34,61511.3,77.349
2021-11-07,63326.74,63377.58,63287.95,63316.4,392.858
2021-11-08,67624.08,67627.47,67578.02,67606.96,117.078
2021-11-09,66985.12,67010.07,66937.95,67009.98,76.08
2021-11-10,65038.79,65057.78,64918.51,64920.13,143.424
2021-11-11,64877.95,64877.95,64831.3,64831.3,85.786
2021-11-12,64208.89,64208.89,64141.52,64156.08,145.393
2021-11-13,64430.79,64449.44,64426.05,64427.0,53.105
2021-11-14,65518.2,65569.99,65511.52,65568.39,270.336
2021-11-15,63602.45,63677.97,63590.38,63654.49,188.027
2021-11-16,60142.63,60173.66,60087.82,60106.03,190.002
2021-11-17,60362.26,60414.45,60354.44,60366.96,90.122
2021-11-18,56952.58,57000.0,56891.52,56921.05,241.348
2021-11-19,58092.9,58105.7,58057.79,58069.51,66.115
2021-11-20,59680.41,59721.0,59664.38,59716.29,67.275
2021-11-21,58710.0,58777.94,58624.58,58661.39,240.191
2021-11-22,56274.9,56338.32,56268.31,56268.31,79.354
2021-11-23,57574.0,57613.11,57556.27,57574.23,147.567
2021-11-24,57189.59,57223.96,57165.08,57165.08,41.596
2021-11-25,58925.96,58988.21,58890.19,58988.21,60.356
2021-11-26,53556.04,53802.68,53530.0,53755.65,507.241
2021-11-27,54782.71,54848.42,54731.72,54738.77,247.932
2021-11-28,57247.04,57332.1,57195.84,57315.73,288.047
2021-11-29,57816.95,57831.62,57800.01,57827.98,48.826
2021-11-30,57015.36,57048.73,56892.2,56975.0,233.316
2021-12-01,57227.4,57249.97,57205.73,57209.29,65.144
2021-12-02,56528.04,56529.63,56503.54,56513.57,39.83
2021-12-03,53534.22,53713.63,53534.21,53612.0,251.213
2021-12-04,49143.84,49274.31,49106.8,49135.66,391.06
2021-12-05,49303.32,49376.6,49277.97,49376.6,169.547
2021-12-06,50527.1,50533.03,50422.61,50424.72,213.753
2021-12-07,50593.91,50593.91,50552.03,50577.2,70.634
2021-12-08,50454.23,50459.6,50429.33,50455.61,29.916
2021-12-09,47642.71,47647.46,47538.04,47539.76,175.953
2021-12-10,47119.91,47199.82,47090.41,47136.35,221.86
2021-12-11,49314.24,49381.15,49258.56,49381.15,121.303
2021-12-12,50071.58,50080.0,50051.83,50057.01,39.399
2021-12-13,46703.99,46717.68,46652.75,46679.93,102.593
2021-12-14,48346.87,48371.56,48324.04,48324.04,135.944
2021-12-15,48865.0,48879.45,48860.0,48870.48,44.622
2021-12-16,47641.99,47650.0,47612.98,47624.5,69.215
2021-12-17,46106.44,46172.71,46102.42,46125.33,235.495
2021-12-18,46803.71,46834.95,46803.71,46815.99,70.457
2021-12-19,46678.04,46696.34,46662.35,46668.63,157.046
2021-12-20,46870.78,46898.14,46859.0,46898.14,100.858
2021-12-21,48867.01,48898.53,48862.1,48875.15,141.159
2021-12-22,48574.6,48593.09,48558.39,48569.69,97.271
2021-12-23,50750.0,50817.92,50750.0,50817.92,115.759
2021-12-24,50759.99,50808.55,50749.71,50808.55,134.317
2021-12-25,50395.22,50438.98,50380.0,50403.64,234.003
2021-12-26,50779.07,50783.29,50752.58,50765.73,60.341
2021-12-27,50684.12,50715.0,50657.4,50707.72,128.529
2021-12-28,47542.16,47543.97,47491.13,47522.03,262.084
2021-12-29,46386.49,46447.41,46386.49,46436.54,154.029
2021-12-30,47111.6,47118.2,47088.27,47095.02,52.321
2021-12-31,46179.94,46235.44,46175.26,46210.56,172.576
2022-01-01,47709.35,47736.12,47692.1,47704.35,176.17
2022-01-02,47321.61,47321.61,47280.0,47280.0,58.651
2022-01-03,46423.15,46445.81,46408.49,46445.81,170.341
2022-01-04,45871.32,45884.56,45831.57,45833.42,109.666
2022-01-05,43420.27,43433.9,43364.91,43421.69,470.108
2022-01-06,43123.17,43129.26,43080.0,43080.01,102.243
2022-01-07,41549.83,41553.88,41502.85,41553.86,49.459
2022-01-08,41708.52,41710.35,41670.03,41688.05,128.409
2022-01-09,41840.07,41851.22,41819.34,41851.22,82.375
2022-01-10,41814.22,41817.13,41791.98,41801.55,73.172
2022-01-11,42712.49,42712.49,42675.42,42700.68,106.456
2022-01-12,43864.36,43894.53,43855.72,43880.72,142.267
2022-01-13,42522.71,42560.0,42505.96,42534.32,181.285
2022-01-14,43052.54,43065.47,43040.94,43042.4,37.509
2022-01-15,43095.26,43095.26,43060.0,43070.51,157.442
2022-01-16,43054.89,43063.01,43052.98,43060.66,44.0
2022-01-17,42207.08,42213.12,42173.55,42176.34,63.899
2022-01-18,42354.99,42357.02,42334.19,42337.58,103.734
2022-01-19,41696.05,41707.99,41648.76,41657.89,216.432
2022-01-20,40683.8,40747.46,40655.53,40661.69,473.997
2022-01-21,36489.59,36497.17,36423.19,36425.98,400.165
2022-01-22,35025.72,35069.0,35011.86,35043.73,170.822
2022-01-23,36229.69,36257.37,36219.85,36230.01,157.368
2022-01-24,36632.42,36673.66,36615.0,36648.31,84.124
2022-01-25,36896.15,36938.71,36887.09,36934.26,97.564
2022-01-26,36764.62,36789.86,36750.33,36787.43,152.917
2022-01-27,37038.92,37166.0,37036.9,37131.0,307.604
2022-01-28,37720.87,37723.33,37689.0,37696.21,135.046
2022-01-29,38171.06,38171.06,38123.48,38150.01,173.11
2022-01-30,37876.58,37931.61,37870.0,37870.01,146.34
2022-01-31,38475.51,38475.52,38434.41,38439.04,124.198
2022-02-01,38688.23,38700.0,38674.94,38680.51,104.766
2022-02-02,36893.75,36910.94,36863.42,36892.03,133.662
2022-02-03,37252.13,37300.0,37222.71,37289.86,561.331
2022-02-04,41522.36,41550.0,41516.36,41550.0,469.95
2022-02-05,41415.04,41415.04,41369.19,41374.69,94.314
2022-02-06,42374.68,42396.6,42342.0,42361.35,151.007
2022-02-07,43820.23,43847.2,43808.81,43829.99,117.204
2022-02-08,44023.55,44026.63,43989.22,44021.57,248.994
2022-02-09,44360.41,44369.45,44351.89,44358.08,61.279
2022-02-10,43474.51,43492.34,43451.44,43471.29,125.065
2022-02-11,42362.97,42382.35,42360.0,42366.0,107.413
2022-02-12,42183.12,42199.94,42162.52,42199.87,80.425
2022-02-13,42009.01,42045.83,41980.0,42041.13,338.328
2022-02-14,42555.73,42555.73,42515.0,42525.14,95.675
2022-02-15,44477.3,44557.4,44477.3,44529.6,332.068
2022-02-16,43852.0,43875.0,43820.1,43860.7,334.779
2022-02-17,40520.7,40538.6,40487.0,40491.7,142.306
2022-02-18,39988.1,39988.1,39964.1,39966.8,43.729
2022-02-19,40068.4,40068.4,40051.9,40052.6,52.351
2022-02-20,38344.3,38372.8,38320.0,38368.1,389.075
2022-02-21,37008.9,37039.6,36960.0,36986.4,364.105
2022-02-22,38213.4,38227.1,38205.7,38212.0,108.476
2022-02-23,37196.0,37229.8,37172.0,37227.8,427.051
2022-02-24,38343.9,38360.9,38303.4,38315.1,181.162
